id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_garage,sqft_patio,yr_built,yr_renovated,lat,long,street address,city,zipcode,floodzones in zipcode,area flood score 1,area flood score 2,avg area flood score,price,grade score,has_basement,on_waterfront,near_greenbelt,view score,condition score,sqft_basement,nuisance
5560000070,2022-05-02,3,1.5,1100,8560,1.0,1100,0,0,1961,0,47.32899000000001,-122.33773000000001,206 Southwest 305th Street,Federal Way,98023,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,550000.0,6,0,0,0,0,5,0.0,0
3579800370,2021-10-25,5,2.0,2820,10140,1.0,1430,0,290,1962,0,47.73471,-122.24183000000001,7467 Northeast 146th Street,Kenmore,98028,"['AE', 'X', 'A']",2.6666666666666665,2.333333333333333,2.5,820000.0,7,1,0,0,0,3,,0
3751600026,2021-10-08,2,1.0,770,17334,1.0,770,320,340,1978,0,47.29956,-122.26903999999999,33707 53rd Avenue South,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,400000.0,7,0,0,0,0,3,0.0,0
2325400380,2021-07-08,3,2.5,1900,3390,2.0,1900,440,60,2006,0,47.48591500000001,-122.159625,236 Anacortes Place Northeast,Renton,98059,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,715000.0,7,0,0,0,0,3,0.0,0
1115450170,2021-09-01,5,3.0,3270,8821,1.0,1900,680,550,1992,0,47.333909999999996,-122.256795,6331 South 298th Place,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,700000.0,8,1,0,0,0,3,,0
5100402644,2021-09-28,4,1.5,1670,6380,1.5,1130,290,0,1945,0,47.69421,-122.31933000000001,822 Northeast 90th Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,994000.0,7,1,0,0,0,4,,0
534000113,2021-08-11,3,2.5,1280,1452,2.0,1080,270,40,2008,0,47.70055,-122.36193,9746 4th Ave NW,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,650000.0,7,1,0,0,0,3,,0
1522029003,2021-06-14,3,2.0,2085,71652,1.0,1215,0,100,1949,2006,47.3925,-122.52581,23615 147th Avenue Southwest,Vashon,98070,"['A', 'X', 'C', 'AE', 'B']",2.2,2.0,2.1,1950000.0,6,1,1,0,3,3,,0
3342103140,2022-04-19,4,2.0,2140,16966,1.0,1140,0,370,1959,0,47.52336500000001,-122.200276,1405 North 36th Street,Renton,98056,"['X', 'AE']",2.5,2.0,2.25,1050000.0,7,1,0,0,2,4,,1
9373300145,2021-11-15,3,1.0,1540,9720,1.0,1540,0,0,1956,2014,47.769405,-122.32396999999999,19308 5th Avenue Northeast,Shoreline,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,770000.0,7,0,0,0,0,3,0.0,1
1853081040,2021-08-19,5,3.5,3290,5950,2.0,3290,620,70,2011,0,47.59277,-122.05805,1911 211th Avenue Southeast,Sammamish,98075,"['AE', 'X', 'A', 'C']",2.25,2.0,2.125,1770000.0,9,0,0,0,0,3,0.0,0
8576010030,2021-07-08,4,2.5,2650,4827,2.0,2650,420,150,2019,0,47.307515,-122.02925,23490 Tahoma Place,Black Diamond,98010,"['X', 'C']",1.5,1.0,1.25,779950.0,8,0,0,0,0,3,0.0,0
2525059068,2022-03-21,5,3.5,4170,10728,2.0,3390,610,300,2016,0,47.623805,-122.10741000000002,1460 173rd Avenue Northeast,Bellevue,98008,"['X', 'AE', 'A', 'C', 'A06']",2.4,2.2,2.3,2650000.0,10,1,0,1,0,3,,1
8680500170,2021-09-07,5,3.5,3770,21097,2.0,2770,630,0,1998,0,47.74059000000001,-122.16703000000001,15516 129th Avenue Northeast,Woodinville,98072,"['X', 'AE']",2.5,2.0,2.25,1605000.0,9,1,0,0,2,3,,0
3522059230,2021-08-19,3,3.0,2755,6498,2.0,2755,503,200,2019,0,47.352325,-122.13795900000001,15223 Southeast 278th Street,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,765000.0,8,0,0,0,0,3,0.0,0
52000070,2021-11-08,3,3.5,1650,2641,2.0,1100,0,0,2008,0,47.630195,-122.344265,1209 Aurora Avenue North,Seattle,98109,['X'],2.0,1.0,1.5,886000.0,7,1,0,0,0,3,,1
7149410290,2021-10-21,3,1.5,1030,7171,1.0,1030,540,0,1978,0,47.36735,-122.28375,3827 South 261st Street,Kent,98032,"['X', 'AE', 'AHB', 'AH', 'C', 'A', 'VE']",2.5714285714285716,2.4285714285714284,2.5,455000.0,7,0,0,0,0,4,0.0,0
2771604850,2021-11-01,3,2.5,1530,1263,2.0,1180,230,570,2017,0,47.636,-122.38799999999999,1902 Amherst Place West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1000000.0,9,1,0,0,0,3,,0
7955060210,2021-08-06,4,2.5,2280,6464,1.0,1600,780,210,1973,0,47.73135,-122.19968,10523 Northeast 144th Street,Kirkland,98034,['X'],2.0,1.0,1.5,950000.0,7,1,0,0,0,4,,0
3343300866,2022-04-25,3,2.5,1270,17644,1.0,1270,700,210,1967,0,47.53713,-122.19291499999999,5028 Lake Washington Boulevard Northeast,Renton,98056,"['X', 'AE']",2.5,2.0,2.25,1100000.0,8,1,0,0,2,4,,1
3508100245,2021-07-15,3,2.5,2400,8265,1.0,1360,500,290,1967,1998,47.5815,-122.3999,2431 53rd Avenue Southwest,Seattle,98116,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,2075000.0,9,1,0,0,4,3,,0
486000411,2021-11-08,2,1.0,1180,8480,1.0,980,0,150,1959,0,47.676235,-122.40233,3430 Northwest 65th Street,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1095000.0,7,1,0,0,0,3,,0
1239400015,2021-08-09,3,4.0,2480,26914,2.0,2480,310,630,1947,2000,47.675,-122.18853,1205 Kirkland Avenue,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,3000000.0,8,1,0,0,2,3,,0
5167000140,2022-03-30,3,3.5,3700,2264,2.0,2280,500,390,1998,0,47.665259999999996,-122.205091,10139 Northeast 66th Lane,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,2850000.0,11,1,0,0,0,5,,0
7359600796,2021-09-16,4,2.0,1780,6380,1.5,1780,260,160,1910,0,47.48599,-122.28708,13031 37th Avenue South,Tukwila,98168,"['X', 'AE', 'C', 'AHB']",2.25,2.0,2.125,627000.0,7,1,0,0,0,4,,0
1726600340,2022-02-28,4,2.5,2800,26128,2.0,2800,0,500,1975,0,47.636445,-122.164725,2908 131st Place Northeast,Bellevue,98005,"['X', 'AE', 'B']",2.333333333333333,2.0,2.166666666666667,2057500.0,9,0,0,0,0,3,0.0,0
2770601575,2022-05-09,4,3.0,2800,6000,1.0,1400,0,230,1915,1965,47.653275,-122.385655,3636 23rd Avenue West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1250000.0,7,1,0,0,0,4,,0
1321400780,2021-11-29,3,2.5,1715,8273,2.0,1715,534,220,1996,0,47.30754,-122.329205,313 South 330th Place,Federal Way,98003,['X'],2.0,1.0,1.5,600000.0,7,0,0,0,0,4,0.0,0
705710090,2021-07-28,4,2.5,1760,7142,2.0,1760,580,60,1996,0,47.381505,-122.02586000000001,23445 Southeast 246th Place,Maple Valley,98038,"['AE', 'X', 'A05', 'B', 'A', 'C', 'A01']",2.4285714285714284,2.2857142857142856,2.3571428571428568,650000.0,7,0,0,0,0,3,0.0,0
8724900560,2021-08-17,3,2.5,2010,1850,2.0,1630,450,110,2017,0,47.733885,-122.28986499999999,3572 Northeast 145th Street,Lake Forest Park,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,843000.0,8,1,0,0,0,3,,0
7177300106,2021-09-03,1,1.0,840,4930,1.0,640,0,50,1925,0,47.68325,-122.30316,2216 Northeast 75th Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,600000.0,6,1,0,0,0,3,,1
5700004210,2021-07-08,6,3.5,4100,16848,2.5,2870,0,580,1919,0,47.57204,-122.281355,3346 Lakewood Avenue South,Seattle,98144,['X'],2.0,1.0,1.5,3175000.0,9,1,0,0,3,4,,0
522059111,2021-10-26,2,1.0,770,17725,1.0,770,0,80,1947,2004,47.42039000000001,-122.197695,20225 108th Avenue Southeast,Kent,98031,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,430000.0,6,0,0,0,0,5,0.0,1
6181500280,2022-02-08,5,2.5,2981,5640,2.0,2981,605,47,2012,0,47.3051,-122.27558,33022 47th Place South,Federal Way,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,899000.0,8,0,0,0,0,3,0.0,0
3288100270,2022-05-04,5,2.5,3230,10530,1.5,3230,420,50,1966,0,47.731120000000004,-122.18328000000001,14332 118th Avenue Northeast,Kirkland,98034,['X'],2.0,1.0,1.5,1236000.0,7,0,0,0,0,3,0.0,0
7558800620,2021-08-04,2,2.0,1550,7764,1.0,1550,300,830,1965,1986,47.358045000000004,-122.445605,27518 Sandy Shores Drive Southwest,Vashon,98070,"['A', 'X', 'C', 'AE', 'B']",2.2,2.0,2.1,1400000.0,8,0,1,0,4,4,0.0,0
5561700330,2022-05-12,3,2.0,1560,7316,1.0,1560,460,360,1978,0,47.39353,-122.16891499999998,12831 Southeast 232nd Place,Kent,98031,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,573000.0,7,0,0,0,0,4,0.0,0
3566800425,2022-03-22,1,1.0,350,5880,1.0,350,0,0,1920,0,47.691520000000004,-122.39242,2648 Northwest 86th Street,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1300000.0,4,0,0,0,0,3,0.0,0
192600080,2022-03-01,5,3.5,2340,9800,1.0,1620,530,550,1975,0,47.77516,-122.275125,20103 51st Avenue Northeast,Lake Forest Park,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,1440000.0,8,1,0,0,2,3,,0
4151800315,2022-05-13,3,1.0,910,7700,1.0,910,0,460,1942,0,47.66595,-122.20326000000001,10226 Northeast 67th Street,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,2050000.0,6,0,0,0,0,4,0.0,0
8001400070,2022-03-21,3,2.5,1910,8680,1.0,1430,528,0,1988,0,47.32307,-122.273475,4906 South 310th Place,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,700000.0,8,1,0,0,0,3,,0
9183703220,2021-12-10,5,2.5,2480,10740,1.0,1480,480,210,1964,0,47.372234999999996,-122.21699,1324 East Walnut Street,Kent,98030,"['X', 'AE', 'AH']",2.6666666666666665,2.333333333333333,2.5,535000.0,7,1,0,0,0,5,,0
9551201795,2021-08-03,3,3.5,2340,3000,2.0,1780,280,400,1985,0,47.671659999999996,-122.336265,5808 Woodlawn Avenue North,Seattle,98103,['X'],2.0,1.0,1.5,1546000.0,8,1,0,0,2,4,,0
2902200141,2021-09-28,3,2.5,1480,1484,2.0,1280,300,0,2007,0,47.63715,-122.32576,2028B Eastlake Ave E,Seattle,98102,['X'],2.0,1.0,1.5,885000.0,8,1,0,0,0,3,,1
2335300010,2021-08-17,3,2.0,1280,8321,1.0,1280,420,260,1984,0,47.72954,-122.205275,10133 Northeast 143rd Street,Kirkland,98034,['X'],2.0,1.0,1.5,900000.0,7,0,0,0,0,4,0.0,0
3463400200,2021-06-29,4,3.5,3760,47441,2.0,2530,460,430,1992,0,47.30833,-122.04026999999999,32819 227th Place Southeast,Black Diamond,98010,"['X', 'C']",1.5,1.0,1.25,920000.0,9,1,1,0,4,4,,0
9536601801,2021-06-18,4,2.5,3062,8100,2.0,3062,498,264,2020,0,47.35941,-122.316825,27012 13th Avenue South,Des Moines,98198,"['X', 'A', 'AE', 'C', 'VE']",2.4,2.2,2.3,704156.0,8,0,0,0,0,3,0.0,0
5656100110,2021-09-28,4,4.0,3580,6825,2.0,2660,700,730,1977,0,47.69685,-122.3883,9226 25th Avenue Northwest,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1685000.0,9,1,0,0,0,4,,0
1238900124,2021-10-07,3,2.5,2471,2655,2.0,1873,396,236,1999,0,47.67631,-122.196425,122 6th Court,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,1425000.0,10,1,0,0,0,3,,1
2215500080,2022-03-14,5,2.0,1940,6000,1.0,970,0,150,1945,0,47.687509999999996,-122.28708999999999,8026 38th Avenue Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,1180000.0,7,1,0,0,0,5,,0
5005000040,2022-02-28,2,1.0,650,5680,1.0,650,0,0,1942,0,47.520109999999995,-122.36142,9230 22nd Avenue Southwest,Seattle,98106,"['X', 'AE']",2.5,2.0,2.25,415000.0,6,0,0,0,0,3,0.0,0
2648000185,2021-06-22,3,1.0,1320,5511,1.5,1320,0,0,1944,0,47.31059000000001,-122.21448999999998,1203 3rd Street Northeast,Auburn,98002,"['X', 'AH', 'AE', 'AHB', 'C', 'AO']",2.5,2.333333333333333,2.416666666666667,280000.0,7,0,0,0,0,2,0.0,0
5469500930,2021-07-06,3,2.0,2488,14763,1.0,2488,634,312,1973,0,47.383140000000004,-122.15603999999999,24419 140th Avenue Southeast,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,775000.0,8,0,0,0,0,4,0.0,0
9275200081,2021-08-27,3,2.5,3110,3922,4.0,2690,220,430,2020,0,47.58392,-122.37513999999999,2163 Harbor Avenue Southwest,Seattle,98126,"['X', 'C']",1.5,1.0,1.25,1425000.0,10,1,0,0,2,3,,1
3426049031,2021-10-27,4,4.5,3010,4887,2.0,1940,500,300,1951,1996,47.69327,-122.2717,8770 Sand Point Way Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,100000.0,10,1,0,0,3,4,,1
1645000710,2021-06-23,3,1.0,1140,8528,1.0,1140,490,260,1967,0,47.20977,-122.003675,1965 Mckinley Street,Enumclaw,98022,"['A', 'X', 'D', 'AE', 'C']",2.0,1.8,1.9,475000.0,7,0,0,0,0,5,0.0,0
5540800133,2021-10-04,3,2.0,1310,1011,2.0,870,0,240,2021,0,47.69482,-122.34661000000001,933A N 91st St,Seattle,98103,['X'],2.0,1.0,1.5,710000.0,8,1,0,0,0,3,,0
6844700735,2021-07-12,4,1.0,1180,6120,1.0,1060,0,0,1951,0,47.694759999999995,-122.28840500000001,3550 Northeast 91st Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,895000.0,7,1,0,0,0,3,,0
2205500440,2021-09-22,3,2.0,1370,12050,1.0,1370,550,0,1955,0,47.577345,-122.145159,14625 Southeast 37th Street,Bellevue,98006,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1125000.0,7,0,0,0,0,4,0.0,1
3448001030,2022-03-22,4,3.0,2720,23609,1.0,1360,0,610,1941,1956,47.71413,-122.295395,11815 31st Place Northeast,Seattle,98125,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,850000.0,8,1,0,0,0,3,,0
5104500050,2022-01-31,2,1.5,1165,1530,2.0,1165,0,0,1983,0,47.709405,-122.21268,9613 Northeast 121st Lane,Kirkland,98034,['X'],2.0,1.0,1.5,616000.0,7,0,0,0,0,3,0.0,0
7128300885,2021-12-15,3,2.0,2100,6800,2.0,2100,0,0,1979,0,47.596165,-122.30593999999999,2002 South Dearborn Street,Seattle,98144,['X'],2.0,1.0,1.5,636417.0,7,0,0,0,0,3,0.0,1
1522059178,2022-05-28,3,2.0,2300,11644,1.0,2300,820,350,2007,0,47.388585,-122.16036000000001,23808 135th Place Southeast,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,910000.0,9,0,0,0,0,3,0.0,0
6716700230,2021-12-16,3,1.0,1380,2499,1.5,1380,0,0,1910,0,47.68037,-122.31661000000001,1016 Northeast 71st Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,975000.0,7,1,0,0,0,3,,1
7936000652,2021-11-29,3,1.5,1090,5120,1.0,1090,290,100,1966,0,47.56042,-122.39315500000001,4722 48th Avenue Southwest,Seattle,98116,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,855000.0,7,0,0,0,0,4,0.0,0
2767704361,2021-11-08,2,1.5,1160,1249,2.0,1080,380,0,2000,0,47.67372,-122.37496000000002,1407A NW 62nd St,Seattle,98107,"['X', 'C']",1.5,1.0,1.25,737000.0,8,1,0,0,0,3,,1
3679400960,2021-06-22,5,3.0,3180,8880,1.5,2130,0,400,1937,0,47.5637,-122.31447,4354 14th Avenue South,Seattle,98108,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,1205000.0,8,1,0,0,0,4,,0
6917701100,2022-03-31,3,2.0,1880,5520,1.0,1160,200,0,1949,0,47.655225,-122.3979,3838 32nd Avenue West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1100000.0,7,1,0,0,0,4,,0
1766600005,2021-12-06,4,2.0,2420,5963,1.0,1210,0,330,1955,2005,47.549545,-122.27138000000001,4829 South Juneau Street,Seattle,98118,['X'],2.0,1.0,1.5,900000.0,7,1,0,0,0,3,,0
3905030900,2021-10-07,4,2.5,2340,11323,2.0,2340,500,60,1990,0,47.57278,-121.99517,25900 Southeast 39th Place,Sammamish,98029,"['X', 'AE']",2.5,2.0,2.25,1375000.0,8,0,0,0,0,3,0.0,0
7518500431,2022-02-01,1,1.5,1260,696,2.0,840,0,320,2020,0,47.67809000000001,-122.3769,6737A 15th Ave NW,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,664750.0,8,1,0,0,0,3,,0
7138210040,2021-10-08,3,2.5,1650,8431,2.0,1650,470,60,1995,0,47.193225,-122.01403,3414 Randall Place,Enumclaw,98022,"['A', 'X', 'D', 'AE', 'C']",2.0,1.8,1.9,520000.0,7,0,0,0,0,4,0.0,0
6072760490,2021-08-23,4,2.5,2290,8071,1.0,1740,510,370,1974,0,47.56237,-122.17674,12111 Southeast 46th Court,Bellevue,98006,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1425000.0,8,1,0,1,0,5,,0
1842310080,2021-09-28,4,2.5,2320,7800,1.0,1810,510,660,1974,0,47.66822,-122.15109,7011 141st Place Northeast,Redmond,98052,"['AE', 'X', 'A', 'A06', 'B']",2.6,2.4,2.5,1490000.0,8,1,0,0,0,4,,0
5253300054,2021-08-03,3,1.0,1190,7351,1.0,1190,320,570,1984,0,47.75011,-122.34151999999999,1331 North 167th Street,Shoreline,98133,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,630000.0,7,0,0,0,0,3,0.0,0
7787200010,2021-07-20,4,2.5,3190,7862,2.0,3190,610,390,2015,0,47.48325,-121.77472,897 Southeast 11th Street,North Bend,98045,"['AE', 'AO', 'X', 'AOB', 'D', 'C', 'A', 'AH', 'A05', 'B', 'A09', 'AHB', 'A06', 'A03']",2.5714285714285716,2.5,2.5357142857142856,1280000.0,8,0,0,0,0,3,0.0,0
2402100635,2021-10-28,4,2.0,2050,4000,1.5,1700,200,70,1931,0,47.68785,-122.33242,8031 Bagley Avenue North,Seattle,98103,['X'],2.0,1.0,1.5,1489000.0,8,1,0,0,0,5,,0
1796300010,2021-08-18,3,2.0,1320,9962,1.0,1320,480,0,1969,0,47.35191,-122.11554,17014 Southeast Wax Road,Covington,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,610000.0,7,0,0,0,0,4,0.0,1
1938000140,2022-03-28,4,2.5,2880,10424,1.0,1520,440,430,1964,0,47.58755,-122.17218600000001,12453 Southeast 25th Place,Bellevue,98005,"['X', 'AE', 'B']",2.333333333333333,2.0,2.166666666666667,2700000.0,9,1,0,0,0,5,,0
6446000010,2022-03-29,4,3.0,3150,29750,1.0,2150,890,350,1959,2005,47.555,-122.03306,22946 Southeast 53rd Street,Issaquah,98029,"['X', 'AE']",2.5,2.0,2.25,2200000.0,8,1,0,0,0,3,,0
3530420230,2021-08-02,2,2.0,1360,4917,1.0,1360,500,410,1972,0,47.380559999999996,-122.31908500000002,24701 12th Avenue South,Des Moines,98198,"['X', 'A', 'AE', 'C', 'VE']",2.4,2.2,2.3,525000.0,8,0,0,0,0,4,0.0,0
7635801092,2021-07-22,4,3.0,2220,8820,1.0,1280,310,250,1965,0,47.470675,-122.362945,14648 24th Avenue Southwest,Burien,98166,"['X', 'A', 'AE', 'AO', 'VE', 'C', 'A03']",2.5714285714285716,2.4285714285714284,2.5,930000.0,8,1,0,0,0,4,,0
8682301840,2021-07-14,3,2.0,1440,4596,1.0,1440,440,120,2007,0,47.71783,-122.02186999999999,23728 Northeast Twinberry Way,Redmond,98053,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,715000.0,8,0,0,0,0,3,0.0,0
9521101181,2022-01-27,3,2.0,1310,2100,1.5,1310,0,70,1909,0,47.66483,-122.34652,917 North 50th Street,Seattle,98103,['X'],2.0,1.0,1.5,1000300.0,7,1,0,0,0,4,,1
3793500850,2022-03-01,4,2.5,3000,6551,2.0,3000,680,160,2001,0,47.36662000000001,-122.02831,26220 235th Avenue Southeast,Maple Valley,98038,"['AE', 'X', 'A05', 'B', 'A', 'C', 'A01']",2.4285714285714284,2.2857142857142856,2.3571428571428568,959500.0,7,0,0,1,0,4,0.0,0
8931100060,2021-10-06,2,1.5,1480,6448,1.0,1320,260,0,1950,0,47.678525,-122.27599,6831 49th Avenue Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,1235107.0,8,1,0,0,0,3,,0
9488700060,2021-11-03,3,2.5,2200,4500,2.0,2200,0,220,1925,0,47.635545,-122.319775,1816 10th Avenue East,Seattle,98102,['X'],2.0,1.0,1.5,1435000.0,9,1,0,0,0,4,,1
2125049140,2022-03-07,4,2.5,2630,13515,2.0,1980,440,0,1993,0,47.6392,-122.31119,1528 East Interlaken Boulevard,Seattle,98112,['X'],2.0,1.0,1.5,1995000.0,10,1,0,0,0,4,,0
6909200015,2021-10-27,3,2.0,1500,994,2.0,980,0,400,2021,0,47.59184000000001,-122.29319,1306 30th Avenue South,Seattle,98144,['X'],2.0,1.0,1.5,870000.0,9,1,0,0,0,3,,0
7899800825,2021-12-30,2,1.5,1040,775,2.0,900,280,380,2020,0,47.5224,-122.35767,9030C 18th Ave SW,Seattle,98106,"['X', 'AE']",2.5,2.0,2.25,599999.0,8,1,0,0,0,3,,0
5056500400,2022-02-24,3,2.0,1810,11763,1.0,1810,480,0,1967,0,47.54486,-122.17739099999999,12204 Southeast 65th Street,Bellevue,98006,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1000000.0,8,0,0,0,0,4,0.0,0
2207100750,2021-09-03,4,2.0,1630,7700,1.0,1060,180,300,1955,0,47.59748,-122.14868999999999,14251 Lake Hills Boulevard,Bellevue,98007,"['X', 'AE']",2.5,2.0,2.25,950000.0,7,1,0,0,0,4,,1
1180002510,2022-02-28,2,1.0,790,6000,1.0,790,440,90,1974,0,47.497885,-122.22336499999999,11707 87th Avenue South,Seattle,98178,"['X', 'AE']",2.5,2.0,2.25,900000.0,7,1,0,0,0,3,,1
7979900445,2021-11-23,2,2.5,2440,13054,1.0,2440,480,0,1952,0,47.743245,-122.29170500000001,15815 35th Avenue Northeast,Lake Forest Park,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,1000000.0,8,0,0,0,0,3,0.0,0
